titleID,title,nameID,name
4515800,"""Barrera de amor""@es",1992576,"""Yadhira Carrillo""@es"
47149066,"""La fuerza del amor (telenovela)""@es",16336571,"""Karen Sentíes""@es"
45094706,"""Guadalupe (telenovela mexicana)""@es",32641576,"""July Furlong""@es"
32486569,"""Esperanza del corazón""@es",32647915,"""Marisol del Olmo""@es"
45205471,"""El ángel caído (telenovela)""@es",45095259,"""Lorenzo de Rodas""@es"
36538624,"""Amy, la niña de la mochila azul""@es",5166365,"""Alejandro Tommasi""@es"
3804927,"""Corazón salvaje (telenovela de 1993)""@es",4971535,"""Ariel López Padilla""@es"
49682934,"""Caminos cruzados""@es",4971535,"""Ariel López Padilla""@es"
32435362,"""La esposa virgen""@es",4756526,"""Arleth Terán""@es"
32686082,"""Miss XV""@es",4841686,"""Eleazar Gómez""@es"
47149066,"""La fuerza del amor (telenovela)""@es",4983336,"""Ernesto Gómez Cruz""@es"
26730771,"""Luz Clarita""@es",5108667,"""Frances Ondiviela""@es"
49641638,"""Entre la vida y la muerte (telenovela)""@es",5108667,"""Frances Ondiviela""@es"
50073142,"""Salud, dinero y amor""@es",5108667,"""Frances Ondiviela""@es"
6038504,"""Heridas de amor""@es",4886969,"""Guy Ecker""@es"
2046188,"""Mundo de juguete""@es",4678461,"""Irán Eory""@es"
49641638,"""Entre la vida y la muerte (telenovela)""@es",4678461,"""Irán Eory""@es"
32686082,"""Miss XV""@es",4938521,"""Jack Duarte""@es"
6449130,"""Amor en silencio""@es",5348566,"""Omar Fierro""@es"
45185186,"""Lo blanco y lo negro""@es",5348566,"""Omar Fierro""@es"
2659808,"""Mi pequeña Soledad""@es",5348566,"""Omar Fierro""@es"
37415601,"""Teresa (telenovela de 1989)""@es",4966922,"""Patricia Reyes Spíndola""@es"
48548443,"""Un camino hacia el destino""@es",4966922,"""Patricia Reyes Spíndola""@es"
49850993,"""Azul (telenovela)""@es",4966922,"""Patricia Reyes Spíndola""@es"
3406936,"""Alborada (telenovela)""@es",4869561,"""Valentino Lanús""@es"
36805363,"""El juego de la vida (telenovela mexicana)""@es",4869561,"""Valentino Lanús""@es"
30887944,"""Rencor apasionado""@es",25770676,"""Blanca Sánchez""@es"
45064721,"""Vivir enamorada""@es",25770676,"""Blanca Sánchez""@es"
45302771,"""Senda de gloria""@es",25770676,"""Blanca Sánchez""@es"
3381621,"""Quinceañera (telenovela)""@es",25770676,"""Blanca Sánchez""@es"
26731401,"""El derecho de nacer (telenovela de 2001)""@es",25438559,"""Diana Bracho""@es"
31267614,"""Rafaela (telenovela de 2011)""@es",25438559,"""Diana Bracho""@es"
2046282,"""Cuna de lobos""@es",25438559,"""Diana Bracho""@es"
6038504,"""Heridas de amor""@es",25438559,"""Diana Bracho""@es"
45222555,"""Esperándote""@es",25438559,"""Diana Bracho""@es"
49610651,"""Capricho (telenovela)""@es",25438559,"""Diana Bracho""@es"
49936891,"""Infierno en el paraíso""@es",25438559,"""Diana Bracho""@es"
49763300,"""Retrato de familia (telenovela mexicana)""@es",25438559,"""Diana Bracho""@es"
45094706,"""Guadalupe (telenovela mexicana)""@es",25597353,"""Elsa Cárdenas""@es"
22921474,"""Camaleones (telenovela)""@es",26046237,"""Guillermo García Cantú""@es"
45275418,"""El engaño (telenovela mexicana)""@es",26046237,"""Guillermo García Cantú""@es"
45513470,"""Dos vidas (telenovela mexicana)""@es",26046237,"""Guillermo García Cantú""@es"
33720317,"""Amor bravío""@es",25219119,"""Leticia Calderón""@es"
45163881,"""La casa al final de la calle""@es",25219119,"""Leticia Calderón""@es"
45483445,"""Tal como somos (telenovela)""@es",25219119,"""Leticia Calderón""@es"
29667099,"""La antorcha encendida""@es",25219119,"""Leticia Calderón""@es"
49641638,"""Entre la vida y la muerte (telenovela)""@es",25219119,"""Leticia Calderón""@es"
27482326,"""Cuando me enamoro (telenovela)""@es",25790317,"""Rocío Banquells""@es"
45052335,"""Juegos del destino""@es",25790317,"""Rocío Banquells""@es"
